ORTSTEIL,GEMEINDE,BUNDESLAND,LAT,LON
Thumberg,Teisendorf,Bayern,47.8489991,12.771142776092699
Winklhardt,Mehring,Bayern,48.1878237,12.7712118
Kohlstatt,Neuötting,Bayern,48.245153,12.771334699999999
Moise,Perach,Bayern,48.2821711,12.7714921
Wildberg,Teisendorf,Bayern,47.82252329999999,12.7715264
Gierstling,Teisendorf,Bayern,47.841485399999996,12.771597300000002
Wald,Teisendorf,Bayern,47.827880799999996,12.771688699999999
Wonnau,Teisendorf,Bayern,47.8667544,12.7720805
Eben,Miltach,Bayern,49.1405505,12.7721469
Kühberg,Furth im Wald,Bayern,49.300180299999994,12.7722522
Spöck,Teisendorf,Bayern,47.8580796,12.772279699999999
Tappmühle,Runding,Bayern,49.2264614,12.7723376
Anzenberg,Perach,Bayern,48.2767745,12.7726074
Maiberg,Waffenbrunn,Bayern,49.20572,12.77263
Steinbach,Perach,Bayern,48.2654826,12.7726608
Maiberg,Runding,Bayern,49.2052685,12.772960099999999
Kendl,Teisendorf,Bayern,47.8263365,12.7730105
Laming,Teisendorf,Bayern,47.8730361,12.7731526
Feichta,Burgkirchen a.d.Alz,Bayern,48.1459447,12.7732975
Kammergrub,Erlbach,Bayern,48.2938604,12.7733615
Allmannsberg,Perach,Bayern,48.28334470000001,12.7736519
Neumühlen,Weiding,Bayern,49.2504211,12.7741264
Gibacht,Waldmünchen,Bayern,49.3336,12.7746229
Eismannsberg,Miltach,Bayern,49.137693799999994,12.7748023
Rieding,Runding,Bayern,49.2331827,12.7750509
Murbach,Erlbach,Bayern,48.3240466,12.775273
Hütten,Miltach,Bayern,49.16565429999999,12.775427
Wolfgrub,Teisendorf,Bayern,47.8837191,12.7754765
Lufling,Runding,Bayern,49.2112323,12.7754811
Osterloh,Teisendorf,Bayern,47.8809545,12.775554300000001
Jägerbauer,Burghausen,Bayern,48.133875599999996,12.7757797
Aschau,Teisendorf,Bayern,47.86256470000001,12.776015600000001
Pfaffing,Burghausen,Bayern,48.140448299999996,12.7760372
Auwies,Miltach,Bayern,49.159396,12.776163
Strußberg,Teisendorf,Bayern,47.84047385,12.7762221580305
Achthal,Teisendorf,Bayern,47.835336700000006,12.7763998
Riedhof,Miltach,Bayern,49.1393257,12.7764224
Starz,Teisendorf,Bayern,47.866869,12.776444699999999
Kohlpoint,Perach,Bayern,48.268859899999995,12.7767794
Eglsed,Perach,Bayern,48.2808863,12.7769046
Solling,Teisendorf,Bayern,47.877135100000004,12.7769464
Haring,Burgkirchen a.d.Alz,Bayern,48.1497261,12.7770672
Gegend,Mehring,Bayern,48.1579084,12.7770812
Wolfhausen,Teisendorf,Bayern,47.867614200000006,12.77748
Blumhof,Arnschwang,Bayern,49.251901000000004,12.777617
Rottersdorf,Stephansposching,Bayern,48.7984661,12.7777892
Hörbering,Teisendorf,Bayern,47.827264299999996,12.7783921
Wischlburg,Stephansposching,Bayern,48.8278437,12.7785853
Gensöd,Erlbach,Bayern,48.3261011,12.778735800000002
Oberhadermark,Burghausen,Bayern,48.1337266,12.7788674
Breitensteinmühle,Chamerau,Bayern,49.2024217,12.778879634976098
Spittenreut,Teisendorf,Bayern,47.8236742,12.7789414
Pfram,Burghausen,Bayern,48.1382303,12.778963300000001
Birnbach,Erlbach,Bayern,48.288766100000004,12.779369099999998
Hohenwart,Mehring,Bayern,48.19253079999999,12.779711599999999
Aicher,Perach,Bayern,48.283039200000005,12.7798785
Brunn,Mehring,Bayern,48.1667814,12.7800229
Haselmühle,Hohenwarth,Bayern,48.192640000000004,12.78032
Haselstauden,Hohenwarth,Bayern,48.192640000000004,12.78032
Höll,Hohenwarth,Bayern,48.192640000000004,12.78032
Lutzenmühle,Hohenwarth,Bayern,48.192640000000004,12.78032
Haslach,Teisendorf,Bayern,47.8292868,12.7804349
Einöd,Perach,Bayern,48.2786611,12.7807362
Helming,Teisendorf,Bayern,47.8854208,12.780747
Obereck,Erlbach,Bayern,48.318722799999996,12.7807785
Moosham,Teisendorf,Bayern,47.8771614,12.7809566
Fuchssteig,Teisendorf,Bayern,47.825944899999996,12.780959800000002
Rückstetten,Teisendorf,Bayern,47.8732775,12.781082699999999
Stadl,Burghausen,Bayern,48.1423101,12.7812665
Bärndorf,Chamerau,Bayern,49.195663700000004,12.7819185
Tradt,Furth im Wald,Bayern,49.297237,12.7820399
Spielmann,Burgkirchen a.d.Alz,Bayern,48.1516158,12.7820883
Hasenberg,Perach,Bayern,48.276675899999994,12.7825426
Neuhaus,Burghausen,Bayern,48.130957200000005,12.782555300000002
Oberwiesen,Teisendorf,Bayern,47.8638639,12.782894500000001
Knapper,Teisendorf,Bayern,47.8594125,12.782937400000002
Petzenthal,Erlbach,Bayern,48.299605799999995,12.783203199999999
Walting,Weiding,Bayern,49.2413668,12.7832359
Faustendorf,Arnschwang,Bayern,49.2657065,12.7840535
Wolferskofen,Stephansposching,Bayern,48.8274631,12.7841037
Allerberg,Teisendorf,Bayern,47.8347041,12.784345199999999
Haunersdorf,Otzing,Bayern,48.751512,12.7843471
Kressenberg,Teisendorf,Bayern,47.8288028,12.7848981
Friesendorf,Stephansposching,Bayern,48.8007311,12.7850961
Niederach,Erlbach,Bayern,48.3200498,12.785231
Lettenthal,Mehring,Bayern,48.1731464,12.7854137
Arndorf,Otzing,Bayern,48.7674482,12.7854459
Untreu,Perach,Bayern,48.2820672,12.7856521
Hofer,Erlbach,Bayern,48.2891018,12.7857602
Gemachmühle,Teisendorf,Bayern,47.8397583,12.78588
Mittling,Neuötting,Bayern,48.2465464,12.785924900000001
Wappersdorf,Stephansposching,Bayern,48.796275,12.7859291
Niederperach,Perach,Bayern,48.2646963,12.7859913
Enggrub,Erlbach,Bayern,48.2832749,12.786820800000001
Raitenhaslach,Burghausen,Bayern,48.128308000000004,12.7869124
Holzmann,Neuötting,Bayern,48.24338839999999,12.7869549
Hinterbuch,Erlbach,Bayern,48.29504489999999,12.7871514
Lohstampf,Teisendorf,Bayern,47.8596198,12.787186
Öd,Mehring,Bayern,48.1919946,12.7876772
Meinzing,Chamerau,Bayern,49.202288200000005,12.788591699999998
Untereck,Erlbach,Bayern,48.3193506,12.7886535
Oberstetten,Teisendorf,Bayern,47.8709494,12.788675999999999
Silmoning,Burghausen,Bayern,48.146662299999996,12.7887831
Marienberg,Burghausen,Bayern,48.1423702,12.7887923
Gröben,Teisendorf,Bayern,47.832825799999995,12.7890058
Hochöd,Teisendorf,Bayern,47.8244648,12.7891129
Oberteisendorf,Teisendorf,Bayern,47.852853499999995,12.7891906
Erlach,Teisendorf,Bayern,47.8652495,12.7892121
Feldel,Teisendorf,Bayern,47.8622721,12.789361
Seiberstadt,Teisendorf,Bayern,47.826254399999996,12.7896004
Schloßried,Teisendorf,Bayern,47.8437018,12.7900222
Lehner,Burghausen,Bayern,48.1520739,12.790092
Hütting,Erlbach,Bayern,48.2882278,12.790445199999999
Scheuerhof,Burghausen,Bayern,48.1370939,12.7908193
Kolberstatt,Teisendorf,Bayern,47.8407117,12.790845
Höhenried,Miltach,Bayern,49.1520891,12.791349
Unterstetten,Teisendorf,Bayern,47.8676314,12.7921924
Moosbrunn,Burghausen,Bayern,48.1418071,12.7922483
Schmidhub,Altötting,Bayern,48.270344,12.7922731
Schmidhub,Perach,Bayern,48.270344,12.7922731
Ränkam,Furth im Wald,Bayern,49.2931101,12.7922872
Geislehen,Teisendorf,Bayern,47.8445255,12.792399699999999
Gabenstadt,Teisendorf,Bayern,47.8823429,12.792525099999999
Breitenloh,Erlbach,Bayern,48.29629179999999,12.792587199999998
Bremsthal,Neuötting,Bayern,48.250533000000004,12.792705499999999
Aching,Burghausen,Bayern,48.148051099999996,12.7927528
Berg,Perach,Bayern,48.279742399999996,12.7929371
Heigelsberg,Teisendorf,Bayern,47.877474299999996,12.7929789
Kirchsteg,Teisendorf,Bayern,47.8588791,12.7932354
Wolfsberg,Erlbach,Bayern,48.309089,12.7932544
Pfaffenberg,Erlbach,Bayern,48.315126899999996,12.793256699999999
Oberjettenberg,Schneizlreuth,Bayern,47.6724436,12.793394900000001
Jochberg,Schneizlreuth,Bayern,47.7303917,12.794036300000002
Anzenberg,Miltach,Bayern,49.144075799999996,12.794462192243198
Trutzhof,Burghausen,Bayern,48.13980215,12.7946175782113
Oed,Neuötting,Bayern,48.248691,12.7946519
Lindach,Mehring,Bayern,48.1629882,12.7949265
Goppling,Teisendorf,Bayern,47.8435902,12.794939
Mehring,Teisendorf,Bayern,47.8646593,12.7949734
Schreiner,Burghausen,Bayern,48.146154100000004,12.794979
Grafenberg,Teisendorf,Bayern,47.84003320000001,12.795075599999999
Beilehen,Teisendorf,Bayern,47.8283245,12.795214900000001
Querchtsfelden,Teisendorf,Bayern,47.8325838,12.7959237
Hinterthann,Erlbach,Bayern,48.3221284,12.7959652
Steinach,Weiding,Bayern,49.2356228,12.796039
Obermoos,Teisendorf,Bayern,47.8520904,12.796132199999999
Weingarten,Perach,Bayern,48.2752562,12.7961819
Tiefenau,Burghausen,Bayern,48.1446794,12.7962825
Bartlberg,Schorndorf,Bayern,49.09486,12.79635
Freiung,Erlbach,Bayern,48.307371999999994,12.7964835
Kühberg,Teisendorf,Bayern,47.8250827,12.7968754
Burgstall,Teisendorf,Bayern,47.830498,12.7969537
Weiher,Erlbach,Bayern,48.2936985,12.797140800000001
Neukolmberg,Blaibach,Bayern,49.1846449,12.7971546
Stög,Neuötting,Bayern,48.249875700000004,12.797211599999999
Brandl,Erlbach,Bayern,48.2975929,12.7973727
Asenhof,Otzing,Bayern,48.7546176,12.7974017
Kupferhammer,Burghausen,Bayern,48.14693079999999,12.7975271
Spielberg,Erlbach,Bayern,48.2876443,12.797755
Gallau,Erlbach,Bayern,48.3167524,12.7978888
Surmühl,Teisendorf,Bayern,47.856762700000004,12.797913099999999
Tafelberg,Perach,Bayern,48.2732189,12.797942800000001
Buchholz,Erlbach,Bayern,48.2837964,12.7981148
Buschachen,Teisendorf,Bayern,47.884642799999995,12.798262300000001
Straß,Erlbach,Bayern,48.300447,12.798397300000001
Kirchbichl,Teisendorf,Bayern,47.860117100000004,12.798689300000001
Freihung,Freihung,Bayern,48.307056,12.7989125
Teisenberg,Teisendorf,Bayern,47.82982979999999,12.7989248
Ellbrunn,Erlbach,Bayern,48.3053074,12.7992049
Pallerstall,Erlbach,Bayern,48.3102213,12.7993484
Moos,Chamerau,Bayern,49.189843100000004,12.7994504
Plarnhof,Blaibach,Bayern,49.1800636,12.7997911
Eisenhammer,Burghausen,Bayern,48.148001,12.799812300000001
Sägmeister,Burghausen,Bayern,48.148552200000005,12.799887400000001
Otzing,Otzing,Bayern,48.76083145,12.799890725891
Bergham,Burghausen,Bayern,48.1545106,12.799946499999999
Schneizlreuth,Schneizlreuth,Bayern,47.690471200000005,12.800005885137802
Brunnmeister,Teisendorf,Bayern,47.842037,12.800124499999999
Stacherl,Burghausen,Bayern,48.1495268,12.800207499999999
Lederdorn,Chamerau,Bayern,49.19663189999999,12.800272300000001
Buchreit,Perach,Bayern,48.2780633,12.8011685
Reit am Berg,Teisendorf,Bayern,47.8266545,12.8013179
Waradein,Furth im Wald,Bayern,49.2995718,12.8015245
Laimgruben,Burghausen,Bayern,48.1516767,12.8018427
Heitzelsberg,Miltach,Bayern,49.13616765,12.802453114519901
Kroned,Erlbach,Bayern,48.298943,12.8025659
Roidham,Teisendorf,Bayern,47.8590375,12.8025909
Lindach,Burghausen,Bayern,48.156665600000004,12.802644
Kolmberg,Blaibach,Bayern,49.1857919,12.803025300000002
Reit,Otzing,Bayern,48.7482167,12.8031571
Niederholz,Mehring,Bayern,48.189046000000005,12.8034731
Kuhbauer,Neuötting,Bayern,48.2597997,12.8035227
Mitterlehen,Neuötting,Bayern,48.2537544,12.803631300000001
Ramstetten,Teisendorf,Bayern,47.8827732,12.8036413
Fuchshausen,Burghausen,Bayern,48.1507776,12.8037192
Ortfischer,Neuötting,Bayern,48.2525564,12.8040216
Unghausen,Mehring,Bayern,48.1721547,12.804080699999998
Maierhof,Neuötting,Bayern,48.248155499999996,12.804319
Alzberg,Neuötting,Bayern,48.256071,12.8043274
Holzmann,Marktl,Bayern,48.2836446,12.8044238
Hochmoos,Teisendorf,Bayern,47.85037,12.804454699999999
Vorrathing,Erlbach,Bayern,48.3062784,12.8045555
Haberseigen,Furth im Wald,Bayern,49.3019745,12.8046281
Samping,Erlbach,Bayern,48.312532700000006,12.8048635
Warmleiten,Arnschwang,Bayern,49.2773514,12.8051021
Dandlhäusl,Teisendorf,Bayern,47.8272899,12.80534
Stetten,Teisendorf,Bayern,47.8388365,12.8054369
Stephansposching,Stephansposching,Bayern,48.81807745,12.8055329212156
Rottenmann,Stephansposching,Bayern,48.7966512,12.805556
Geischberg,Teisendorf,Bayern,47.885917299999996,12.8055628
Nößwartling,Arnschwang,Bayern,49.2612117,12.80591750549
Lengthal,Mehring,Bayern,48.1818627,12.805992
Holzhausen bei Teisendorf,Teisendorf,Bayern,47.86775255,12.80600673206
Kreuzbach,Blaibach,Bayern,49.1609244,12.8061304
Ulrichsholz,Schneizlreuth,Bayern,47.68883565,12.806280366751599
Haidstein,Chamerau,Bayern,49.2160822,12.806500199999999
Leonberg,Marktl,Bayern,48.280583299999996,12.8065444
Hainbuch,Teisendorf,Bayern,47.8784673,12.806562788812098
Voithenberg,Furth im Wald,Bayern,49.3280541,12.8067668
Allmannsdorf,Miltach,Bayern,49.1279431,12.8070272
Moosen,Teisendorf,Bayern,47.8448193,12.8076003
Jägerhäusl,Marktl,Bayern,48.2855791,12.8084465
Schnelling,Teisendorf,Bayern,47.8305095,12.808824099999999
Dürrnwies,Blaibach,Bayern,49.167947,12.809295
Kronsberg,Erlbach,Bayern,48.3084624,12.8093066
Lohwiesen,Teisendorf,Bayern,47.828516799999996,12.8101719
Gießübel,Marktl,Bayern,48.2844201,12.810276
Hochpoint,Teisendorf,Bayern,47.82519310000001,12.8104015
Altwies,Marktl,Bayern,48.2767974,12.810495
Endorf,Teisendorf,Bayern,47.8763545,12.8105519139078
Hill,Blaibach,Bayern,49.1660042,12.811389
Stegreuth,Teisendorf,Bayern,47.863225899999996,12.811390849084
Helmbichl,Teisendorf,Bayern,47.882319,12.81181776381
Eichmühle,Arnschwang,Bayern,49.2694867,12.811892
Freidling,Teisendorf,Bayern,47.8368805,12.8121138
Trischlmauer,Teisendorf,Bayern,47.872600899999995,12.8125378728708
Bürg,Oberpöring,Bayern,48.7009085,12.8128152
Oberpiesing,Marktl,Bayern,48.2636894,12.8128476
Thannbichl,Teisendorf,Bayern,47.8842278,12.812903636381801
Falkenhof,Marktl,Bayern,48.26868955,12.813096821654902
Arnschwang,Arnschwang,Bayern,49.27522379999999,12.814044099999998
Uttenhofen,Stephansposching,Bayern,48.8184314,12.8145218
Schützing,Marktl,Bayern,48.232405799999995,12.814620399999999
Luß,Teisendorf,Bayern,47.8660416,12.8151454
Schödling,Teisendorf,Bayern,47.856367799999994,12.8151826
Niederreit,Teisendorf,Bayern,47.8266987,12.81523
Kellerweg,Arnschwang,Bayern,49.2791713,12.815347599999999
Hausmoning,Teisendorf,Bayern,47.8367941,12.8157788
Rumplmühle,Arnschwang,Bayern,49.2451066,12.8158861
Grasfilzing,Arnschwang,Bayern,49.2657905,12.8159561
Hub,Teisendorf,Bayern,47.830710499999995,12.816044900000001
Herrenwies,Arnschwang,Bayern,49.2351472,12.8163205
Gadsdorf,Bad Kötzting,Bayern,49.189893,12.816381199999999
Oberpöringermoos,Oberpöring,Bayern,48.7084145,12.8167757
Hetzenberg,Blaibach,Bayern,49.154984000000006,12.816787099999999
Berghäusl,Arnschwang,Bayern,49.277788,12.817008
Elst,Arnschwang,Bayern,49.277788,12.817008
Holzhof,Arnschwang,Bayern,49.277788,12.817008
Kuglhof,Arnschwang,Bayern,49.277788,12.817008
Lindhof,Arnschwang,Bayern,49.277788,12.817008
Weihermühle,Arnschwang,Bayern,49.277788,12.817008
Pleining,Erlbach,Bayern,48.3056,12.81748
Breitenloh,Teisendorf,Bayern,47.8810381,12.817603133723098
Herrnlehen,Teisendorf,Bayern,47.861473600000004,12.817914199999999
Badhöring,Mehring,Bayern,48.1792585,12.8179512
Blaibach,Blaibach,Bayern,49.162939,12.8180167744179
Obergschaidt,Miltach,Bayern,49.1311581,12.8180812
Mühlberg,Traitsching,Bayern,48.9068,12.81828
Reckendorf,Blaibach,Bayern,49.1866492,12.8186081
Oberreit,Teisendorf,Bayern,47.8233052,12.8194942
Haselstauden,Blaibach,Bayern,49.151901200000005,12.8196327
Oberwinkl,Marktl,Bayern,48.27432845,12.819683937572599
Hilm,Cham,Bayern,49.2803593,12.819714999999999
Thomasbach,Erlbach,Bayern,48.28500615,12.8202625785775
Stoißberg,Anger,Bayern,47.8041843,12.8203347
Babing,Teisendorf,Bayern,47.831886600000004,12.8203597
Edhof,Marktl,Bayern,48.2779299,12.8204503957498
Lederhof,Arnschwang,Bayern,49.24048,12.82133
Riedhof,Marktl,Bayern,48.2810349,12.8218479041345
Untergschaidt,Blaibach,Bayern,49.146663,12.8220573
Voithenberghütte,Furth im Wald,Bayern,49.3296897,12.8220745
Kletzl,Teisendorf,Bayern,47.858697899999996,12.8228323
Obau,Teisendorf,Bayern,47.8283372,12.823561199999999
Kendler,Teisendorf,Bayern,47.848421,12.823706
Malzleiten,Teisendorf,Bayern,47.848421,12.823706
Schleifmühl,Teisendorf,Bayern,47.848421,12.823706
Schnaitt,Teisendorf,Bayern,47.848421,12.823706
Schwammgraben,Teisendorf,Bayern,47.848421,12.823706
Thumsee,Bad Reichenhall,Bayern,47.72029455,12.8239862460135
Zenching,Arnschwang,Bayern,49.2445214,12.8240671
Ried am Haidstein,Bad Kötzting,Bayern,49.2026659,12.824121
Unterjettenberg,Schneizlreuth,Bayern,47.677674700000004,12.8246665
Oberpöring,Oberpöring,Bayern,48.7023692,12.8247678
Pulling,Blaibach,Bayern,49.1563357,12.8248184
Oed,Teisendorf,Bayern,47.85448220000001,12.8248687
Sautorn,Stephansposching,Bayern,48.7883061,12.8249754
Kobl,Marktl,Bayern,48.2744124,12.825028360536
Lailling,Otzing,Bayern,48.7438644,12.825804
Espannhausen,Teisendorf,Bayern,47.8595502,12.8258192
Schaidham,Stephansposching,Bayern,48.7988947,12.8263693
Steinfürth,Stephansposching,Bayern,48.8179763,12.8265685
Doppel,Teisendorf,Bayern,47.87939785,12.827323635058802
Mehltheurer,Marktl,Bayern,48.2744213,12.8278459769828
Fronau,Schneizlreuth,Bayern,47.682608,12.827923801944001
Buchöd,Marktl,Bayern,48.2563445,12.828082
Burghausen,Burghausen,Bayern,48.1739944,12.8283355
Wimm,Teisendorf,Bayern,47.87820555,12.8284126518932
Dornitzen,Marktl,Bayern,48.2627101,12.828713699999998
Oberstarz,Teisendorf,Bayern,47.8684065,12.828952000000001
Gradis,Bad Kötzting,Bayern,49.1849685,12.829244699999999
Gumperting,Teisendorf,Bayern,47.8647699,12.8293417673239
Freiberg,Marktl,Bayern,48.2846471,12.8295879
Wiesing,Marktl,Bayern,48.27901425,12.8297697599588
Kaltenbach,Teisendorf,Bayern,47.885737400000004,12.830292800000002
Aiching,Marktl,Bayern,48.253167600000005,12.830382400000001
Almeding,Teisendorf,Bayern,47.836012,12.830625099999999
Queng,Marktl,Bayern,48.269062899999994,12.8309966
Grabitz,Furth im Wald,Bayern,49.304512,12.831028100000001
Sulzberg,Erlbach,Bayern,48.2947,12.83185
Wimbach,Blaibach,Bayern,49.1387726,12.8318723
Lernbechermühle,Blaibach,Bayern,49.1612466,12.832328500000001
Wimmern,Teisendorf,Bayern,47.8723959,12.832642800000002
Wörlach,Teisendorf,Bayern,47.842807,12.8327085
Unterholzen,Teisendorf,Bayern,47.88225805,12.832794435978599
Walln,Marktl,Bayern,48.27157205,12.833449680453699
Zellberg,Anger,Bayern,47.8148355,12.8334956
Öd,Teisendorf,Bayern,47.87779675,12.8337460391689
Äpflet,Furth im Wald,Bayern,49.3166004,12.833899800000001
Gmündt,Blaibach,Bayern,49.1611299,12.8344112
Eisenstorf,Otzing,Bayern,48.7709432,12.8345698
Teisendorf,Teisendorf,Bayern,47.849125,12.8347838
Schafberg,Furth im Wald,Bayern,49.3395391,12.8350219
Harras,Blaibach,Bayern,49.1707869,12.8355031
Niesassen,Bad Kötzting,Bayern,49.2301722,12.8355937
Schlehaid,Marktl,Bayern,48.2779852,12.835601267239499
Forstergütl,Marktl,Bayern,48.2454416,12.8356561
Gneiding,Oberpöring,Bayern,48.6870298,12.8357862
Kleinweichs,Otzing,Bayern,48.7624407,12.8358041
Thal,Teisendorf,Bayern,47.836869,12.8358495
Liebenstein,Bad Kötzting,Bayern,49.2177472,12.8359789
Dechantshof,Teisendorf,Bayern,47.8459592,12.836232800000001
Freundorf,Stephansposching,Bayern,48.8001191,12.8362605
Steinkirchen,Stephansposching,Bayern,48.827746,12.8363978
Grubenhaus,Teisendorf,Bayern,47.8430222,12.8365226
Tretting,Arnschwang,Bayern,49.2538984,12.8366455
Haidmühle,Offenberg,Bayern,48.8896555,12.8368476
Bergham,Marktl,Bayern,48.2486924,12.8370831
Wutzmühle,Furth im Wald,Bayern,49.3015482,12.8376007
Oberstraß,Teisendorf,Bayern,47.8298584,12.8377319
Windbichl,Teisendorf,Bayern,47.826435,12.837782352937902
Leinmühle,Furth im Wald,Bayern,49.309903999999996,12.837977
Gassen,Marktl,Bayern,48.2714206,12.838055699999998
Berghäusl,Bad Kötzting,Bayern,49.165825500000004,12.8382354
Oberreuten,Teisendorf,Bayern,47.8767785,12.8382727
Irlberg,Anger,Bayern,47.7994919,12.8383163
Buchmaier,Marktl,Bayern,48.2814391,12.8387121461824
Langhögl,Teisendorf,Bayern,47.83312539999999,12.8387189
Niederau,Burgkirchen a.d.Alz,Bayern,48.00399,12.838980000000001
Steigthal,Marktl,Bayern,48.2675274,12.8390450234173
Ammermühle,Bad Kötzting,Bayern,49.2070056,12.8391087
Arndorf,Offenberg,Bayern,48.889245,12.8391692
Wernersbichl,Teisendorf,Bayern,47.8421675,12.8394548
Regenstein,Bad Kötzting,Bayern,49.1718782,12.8394893
Furth im Wald,Furth im Wald,Bayern,49.3098561,12.8395037
Irlach,Teisendorf,Bayern,47.82834535,12.840862859261598
Stockach,Teisendorf,Bayern,47.8694084,12.8409083
Neuhaus,Marktl,Bayern,48.2419545,12.841161900000001
Papiermühle,Burghausen,Bayern,48.180834000000004,12.841521
Pulvermühle,Burghausen,Bayern,48.180834000000004,12.841521
Marktl,Marktl,Bayern,48.253760799999995,12.8417327
Weißenregen,Bad Kötzting,Bayern,49.1633256,12.8420158
Ramsried,Bad Kötzting,Bayern,49.2116617,12.8423272
Schwarzfurt,Marktl,Bayern,48.2754326,12.842436372326699
Warisloh,Teisendorf,Bayern,47.8485256,12.842444699999998
Aschenau,Offenberg,Bayern,48.8810119,12.8426508
Grub,Furth im Wald,Bayern,49.2835014,12.842837
Ried,Teisendorf,Bayern,47.8448223,12.8428504
Listhub,Erlbach,Bayern,48.2861583,12.8429223323946
Englham,Teisendorf,Bayern,47.8822833,12.8430648
Seebad,Laufen,Bayern,47.817182,12.843217999999998
Riedersfurt,Bad Kötzting,Bayern,49.1373749,12.8433635
Gehstorf,Bad Kötzting,Bayern,49.180311200000006,12.843367500000001
Maiberg,Offenberg,Bayern,48.8912551,12.8433924
Umweg,Marktl,Bayern,48.260869899999996,12.8434375
Pank,Teisendorf,Bayern,47.8246834,12.843755
Kettersdorf,Rimbach,Bayern,49.222156299999995,12.8442917
Zettisch,Rimbach,Bayern,49.2397401,12.8446984
Mösl,Offenberg,Bayern,48.8603407,12.8447855
Garteis,Marktl,Bayern,48.28032175,12.8448079554899
Punschern,Teisendorf,Bayern,47.856981700000006,12.8453283
Niederpöring,Oberpöring,Bayern,48.7140267,12.8455394
Sankt Georgen,Teisendorf,Bayern,47.833038,12.8456808
Grasmannsdorf,Furth im Wald,Bayern,49.292320200000006,12.845711999999999
Gmachl,Erlbach,Bayern,48.2859504,12.845728868728301
Ried am See,Bad Kötzting,Bayern,49.1360998,12.8458009
Bergham,Stephansposching,Bayern,48.8274846,12.8459616
Thannöd,Marktl,Bayern,48.2656626,12.84601022576
Hafenberg,Bad Kötzting,Bayern,49.1511828,12.8463664
Böhmerstraße,Furth im Wald,Bayern,49.326231899999996,12.8465566
Stockham,Anger,Bayern,47.8112447,12.8468007
Uttenkofen,Stephansposching,Bayern,48.8134672,12.846821
